FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,,
Default,Phase Instantaneous Overcurrent,cUserDefIndex,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,c_category,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cbranch,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cbranchid,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cctprim,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cctsec,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ccub,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,charact,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,chr_name,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciDist,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciDistAll,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciDistAllRoot,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciDistRoot,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciEarthed,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciEnergized,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciLater,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ciOutaged,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cn_bus,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cn_rembus,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,constr,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,contents,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpArea,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpBranch,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpCt,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpFeed,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpGrid,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpHeadFold,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpMeteostat,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpOperator,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpOwner,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpShc,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpSite,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpSubstat,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpSupplySubstation,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpSupplyTransformer,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpSupplyTrfStation,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpVt,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cpZone,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ctprim,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,ctsec,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cvtprim,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cvtsec,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,dat_src,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,dataExtUnit,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,desc,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,dev_no,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,doc_id,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,efaultmaxi,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,efaultmini,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,fold_id,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,for_name,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,gnrl_modby,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,gnrl_modif,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,iComDate,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,iSchemeStatus,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,isSubRelay,None,,,,,,,,
