blockpathenu,paramnameenu,proposedsetting,unitenu,relaysettingid
Port 4/Mirrored Bits/,RMB3PU,,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 4/Communications/,SPEED,,,D1C31897-603D-44AE-972D-8DEF622B8763
DNP Map Settings/DNP Settings/,DNPB,,,D1C31897-603D-44AE-972D-8DEF622B8763
DNP Map Settings/DNP Settings/,DNPA,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Other Equations/,LOPBLK,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Other Equations/,LOPBLK,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,Z0MTA,,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Other Equations/,LOPBLK,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,Z0MTA,,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Other Equations/,LOPBLK,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Other Equations/,LOPBLK,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,Z0MTA,,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Other Equations/,LOPBLK,,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,Z0MTA,,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,Z0MTA,,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,Z0MTA,,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT211,!52A*50L,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Output Contacts/,OUT211,!52A*50L,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Output Contacts/,OUT211,!52A*50L,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Output Contacts/,OUT211,!52A*50L,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Output Contacts/,OUT211,!52A*50L,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Output Contacts/,OUT211,!52A*50L,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67G2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Torque Control Equations/,67P2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67P2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Torque Control Equations/,67G2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67P2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Torque Control Equations/,67G2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67G2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Torque Control Equations/,67P2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67G2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Torque Control Equations/,67P2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67G2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Torque Control Equations/,67P2TC,LT5,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT210,51P1+51G1+LT6,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Output Contacts/,OUT210,51P1+51G1+LT6,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Output Contacts/,OUT210,51P1+51G1+LT6,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Output Contacts/,OUT210,51P1+51G1+LT6,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Output Contacts/,OUT210,51P1+51G1+LT6,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Output Contacts/,OUT210,51P1+51G1+LT6,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,UTIMEO,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,AGEEVE,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,DNPADR,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,UTIMEO,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,DECPLV,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,UTIMEO,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,AGEEVE,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,AGEEVE,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,UTIMEO,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Comm. Assisted Trip Schemes/,ETDPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Instantaneous Overcurrent/,E50G,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Frequency Elements/,81D3D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Instantaneous Overcurrent/,67G1D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Comm. Assisted Trip Schemes/,Z3XPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Frequency Elements/,81D4D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Frequency Elements/,81D6D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Frequency Elements/,81D5D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Frequency Elements/,E81,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Instantaneous Overcurrent/,E50N,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Instantaneous Overcurrent/,67G1D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Instantaneous Overcurrent/,E50N,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Comm. Assisted Trip Schemes/,ETDPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Frequency Elements/,81D5D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Frequency Elements/,81D4D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Comm. Assisted Trip Schemes/,Z3XPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Frequency Elements/,E81,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Frequency Elements/,81D3D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Frequency Elements/,81D6D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Instantaneous Overcurrent/,E50G,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Frequency Elements/,81D4D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Comm. Assisted Trip Schemes/,ETDPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Comm. Assisted Trip Schemes/,Z3XPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Frequency Elements/,81D6D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Frequency Elements/,81D3D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Instantaneous Overcurrent/,67G1D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Instantaneous Overcurrent/,E50N,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Instantaneous Overcurrent/,E50G,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Frequency Elements/,81D5D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Frequency Elements/,E81,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Comm. Assisted Trip Schemes/,ETDPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Frequency Elements/,81D4D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Neutral Ground Instantaneous Overcurrent/,E50N,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Frequency Elements/,81D6D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Residual Ground Instantaneous Overcurrent/,E50G,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Residual Ground Instantaneous Overcurrent/,67G1D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Comm. Assisted Trip Schemes/,Z3XPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Frequency Elements/,E81,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Frequency Elements/,81D3D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Frequency Elements/,81D5D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Residual Ground Instantaneous Overcurrent/,67G1D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Frequency Elements/,81D4D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Frequency Elements/,81D3D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Comm. Assisted Trip Schemes/,ETDPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Comm. Assisted Trip Schemes/,Z3XPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Frequency Elements/,81D6D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Residual Ground Instantaneous Overcurrent/,E50G,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Neutral Ground Instantaneous Overcurrent/,E50N,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Frequency Elements/,E81,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Frequency Elements/,81D5D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Residual Ground Instantaneous Overcurrent/,67G1D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Frequency Elements/,E81,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Frequency Elements/,81D3D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Frequency Elements/,81D4D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Residual Ground Instantaneous Overcurrent/,E50G,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Comm. Assisted Trip Schemes/,ETDPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Comm. Assisted Trip Schemes/,Z3XPU,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Frequency Elements/,81D6D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Frequency Elements/,81D5D,2.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Neutral Ground Instantaneous Overcurrent/,E50N,2.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/SELogic Control Equation Variables/,SV8,67N1T+67N2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/SELogic Control Equation Variables/,SV8,67N1T+67N2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/SELogic Control Equation Variables/,SV8,67N1T+67N2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/SELogic Control Equation Variables/,SV8,67N1T+67N2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/SELogic Control Equation Variables/,SV8,67N1T+67N2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/SELogic Control Equation Variables/,SV8,67N1T+67N2T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Target and Operator Control LEDs/,LED16,67P1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Target and Operator Control LEDs/,LED16,67P1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Target and Operator Control LEDs/,LED16,67P1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Target and Operator Control LEDs/,LED16,67P1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Target and Operator Control LEDs/,LED16,67P1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Target and Operator Control LEDs/,LED16,67P1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/General/,DATE_F,YMD,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,ANADB,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,ANADBM,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,ANADBA,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,ANADBV,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,ANADB,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,ANADBM,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,ANADBA,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,ANADBV,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,ANADB,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,ANADBM,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,ANADBA,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,ANADB,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,ANADBV,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/General Settings/,PTR,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/General Settings/,PTR,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/General Settings/,PTR,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/General Settings/,PTR,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/General Settings/,PTR,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/General Settings/,PTR,100.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Breaker Monitor Settings/,COSP2,150.0,kA,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Load Encroachment/,PLAR,150.0,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Load Encroachment/,PLAR,150.0,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Load Encroachment/,PLAR,150.0,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Load Encroachment/,PLAR,150.0,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Load Encroachment/,PLAR,150.0,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Load Encroachment/,PLAR,150.0,°,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT212,50N1+50N2+51Q,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Output Contacts/,OUT212,50N1+50N2+51Q,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Output Contacts/,OUT212,50N1+50N2+51Q,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Output Contacts/,OUT212,50N1+50N2+51Q,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Output Contacts/,OUT212,50N1+50N2+51Q,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Output Contacts/,OUT212,50N1+50N2+51Q,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/Communications/,BITS,8,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/Communications/,BITS,8,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/Communications/,BITS,8,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/Communications/,BITS,8,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Setting Group Selection/,SS2,!SG2*RB9,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Setting Group Selection/,SS2,!SG2*RB9,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Setting Group Selection/,SS2,!SG2*RB9,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Setting Group Selection/,SS2,!SG2*RB9,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Setting Group Selection/,SS2,!SG2*RB9,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Setting Group Selection/,SS2,!SG2*RB9,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Breaker Monitor Settings/,COSP1,10000.0,kA,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,MAXDLY,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,MAXDLY,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,MAXDLY,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,MAXDLY,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,a2,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Directional Elements/,a0,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,a0,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Directional Elements/,a2,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,a0,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Directional Elements/,a2,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,a0,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Set 6/Directional Elements/,a2,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,a2,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Set 4/Directional Elements/,a0,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,a2,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Set 1/Directional Elements/,a0,0.10000000000000001,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Other Equations/,FAULT,51P1+51G1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Other Equations/,FAULT,51P1+51G1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Other Equations/,FAULT,51P1+51G1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Other Equations/,FAULT,51P1+51G1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Other Equations/,FAULT,51P1+51G1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Other Equations/,FAULT,51P1+51G1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP1,LT1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Display Points/,DP1,LT1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Display Points/,DP1,LT1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Display Points/,DP1,LT1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Display Points/,DP1,LT1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Display Points/,DP1,LT1,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT102,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT107,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/SELogic Control Equation Variables/,SV14,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB6B,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP6,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,DTT,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,LOG1,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Other Equations/,CLMON,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Setting Group Selection/,SS3,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Setting Group Selection/,SS6,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET7,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB3B,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,RST3,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Setting Group Selection/,SS5,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB3A,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB1B,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET10,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT202,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB7B,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET11,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET13,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB4B,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT204,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,LOG2,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB6A,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET9,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/SELogic Control Equation Variables/,SV12,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,RST12,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,RST8,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,RST16,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,BT,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT207,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET12,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,PT1,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT208,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET3,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP11,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Target and Operator Control LEDs/,LED8,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,TRSOTF,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP14,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,RST13,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB8B,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Target and Operator Control LEDs/,LED3,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,RST14,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB4A,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Trip/Comm.-Assisted Trip Logic/,PT2,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET8,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Close/Reclose Logic/,79SKP,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT206,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Output Contacts/,OUT106,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Mirrored Bits Transmit Equations/,TMB1A,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/SELogic Control Equation Variables/,SV15,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/SELogic Control Equation Variables/,SV11,0,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Display Points/,DP13,0,,D1C31897-603D-44AE-972D-8DEF622B8763
